Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Lot Number,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
SHAN,MP498340R,MP498340R.S,MP498340R.S-PL,4567045,4567045,"",2025-09-26 00:00:00,2026-09-01 00:00:00,2026-07-14 00:00:00
CINC,MP498345N,MP498345N,MP498345N,4580001,4580001,"",2026-04-28 00:00:00,2028-04-27 00:00:00,2026-07-14 00:00:00
CINC,MP498345N,MP498345N,MP498345N,4580001,4580001,"",2026-04-29 00:00:00,2028-04-27 00:00:00,2026-07-14 00:00:00
CINC,MP498345N,MP498345N,MP498345N,4581819,4581819,"",2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CINC,MP498345N,MP498345N,MP498345N,4581820,4581820,"",2026-06-08 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
CINC,MP498345N,MP498345N,MP498345N,4581820,4581820,"",2026-06-10 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
SING,MP498345N,MP498345N.S,MP498345N.S,4579679,4579679,,2026-05-16 00:00:00,2028-05-15 00:00:00,2026-07-14 00:00:00
SING,MP498345N,MP498345N.S,MP498345N.S,4579679,4579679,"",2026-05-16 00:00:00,2028-05-15 00:00:00,2026-07-14 00:00:00
SING,MP498345N,MP498345N.S,MP498345N.S,4582388,4582388,"",2026-06-17 00:00:00,2028-06-16 00:00:00,2026-07-14 00:00:00
AUBA,MP498345P,MP498345P.E,MP498345P.E,4580549,4580549,"",2026-05-13 00:00:00,2027-05-13 00:00:00,2026-07-14 00:00:00
AUBA,MP498345P,MP498345P.E,MP498345P.E,4580549,4580549,"",2026-05-18 00:00:00,2027-05-13 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R,4581330,4581330,"",2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R,4581330,4581330,"",2026-07-06 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CINC,MP4983R,MP4983R,MP4983R,4583418,4583418,"",2026-07-02 00:00:00,2028-07-01 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-FD,4581330,4581330,"",2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-FD,4581330,4581330,"",2026-07-06 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-PL,4580966,4580966,"",2026-05-29 00:00:00,2028-05-28 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-PL,4580966,4580966,"",2026-05-30 00:00:00,2028-05-28 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-PL,4580966,4580966,"",2026-06-01 00:00:00,2028-05-28 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4581331,4581331,"",2026-06-04 00:00:00,2028-06-03 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4581331,4581331,"",2026-06-05 00:00:00,2028-06-03 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4582037,4582037,"",2026-06-17 00:00:00,2028-06-16 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4582196,4582196,"",2026-06-25 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4582196,4582196,"",2026-06-27 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T2,4582692,4582692,"",2026-06-27 00:00:00,2028-06-26 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T3,4582196,4582196,"",2026-06-25 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T3,4582196,4582196,"",2026-06-27 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T3,4582556,4582556,"",2026-06-19 00:00:00,2028-06-18 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T3,4582556,4582556,"",2026-06-23 00:00:00,2028-06-18 00:00:00,2026-07-14 00:00:00
CIN2,MP4983R,MP4983R,MP4983R-T3,4582692,4582692,"",2026-06-27 00:00:00,2028-06-26 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E,4579247,4579247,"",2026-04-21 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E,4579247,4579247,"",2026-04-22 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E,4579247,4579247,"",2026-04-29 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E,4582956,4582956,"",2026-06-30 00:00:00,2028-06-29 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E,4583312,4583312,"",2026-07-13 00:00:00,2028-07-12 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4579247,4579247,"",2026-04-21 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4579247,4579247,"",2026-04-22 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4579247,4579247,"",2026-04-29 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4581780,4581780,"",2026-06-03 00:00:00,2028-06-02 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4581780,4581780,"",2026-06-08 00:00:00,2028-06-02 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4582871,4582871,"",2026-06-23 00:00:00,2028-06-22 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4582871,4582871,"",2026-06-25 00:00:00,2028-06-22 00:00:00,2026-07-14 00:00:00
AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,4582956,4582956,"",2026-06-30 00:00:00,2028-06-29 00:00:00,2026-07-14 00:00:00
SHAN,MP4983R,MP4983R.S,MP4983R.S-PD,4581713,4581713,,2026-06-08 00:00:00,2028-06-03 00:00:00,2026-07-14 00:00:00
SHAN,MP4983R,MP4983R.S,MP4983R.S-PD,4581713,4581713,"",2026-06-04 00:00:00,2028-06-03 00:00:00,2026-07-14 00:00:00
SHAN,MP4983R,MP4983R.S,MP4983R.S-PD,4581713,4581713,"",2026-06-08 00:00:00,2028-06-03 00:00:00,2026-07-14 00:00:00
SHAN,MP4983R,MP4983R.S,MP4983R.S-PD,4581713,4581713,"",2026-07-13 00:00:00,2028-07-12 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RAM,MP4983RAM.E,MP4983RAM.E-TO,4580184,4580184,"",2026-05-07 00:00:00,2028-05-06 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RAM,MP4983RAM.E,MP4983RAM.E-TO,4580184,4580184,"",2026-05-12 00:00:00,2028-05-06 00:00:00,2026-07-14 00:00:00
CIN2,MP4983RHS,MP4983RHS,MP4983RHS,4581334,4581334,"",2026-05-29 00:00:00,2027-05-29 00:00:00,2026-07-14 00:00:00
CINC,MP4983RHS,MP4983RHS,MP4983RHS,4550038,4550038,4550038,2024-10-10 00:00:00,2026-04-10 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RHSA,MP4983RHSA.E,MP4983RHSA.E,4583900,4583900,"",2026-07-12 00:00:00,2027-07-12 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RHSA,MP4983RHSA.E,MP4983RHSA.E,4583900,4583900,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RHSA,MP4983RHSA.E,MP4983RHSA.E-TO,4583900,4583900,"",2026-07-12 00:00:00,2027-07-12 00:00:00,2026-07-14 00:00:00
AUBA,MP4983RHSA,MP4983RHSA.E,MP4983RHSA.E-TO,4583900,4583900,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
CIN2,MP4983RN,MP4983RN,MP4983RN-FD,4582198,4582198,"",2026-06-26 00:00:00,2028-06-15 00:00:00,2026-07-14 00:00:00
CIN2,MP4983RN,MP4983RN,MP4983RN-FD,4582198,4582198,"",2026-06-27 00:00:00,2028-06-15 00:00:00,2026-07-14 00:00:00
AUBA,MP6121,MP6121.E,MP6121.E-TO,4581853,4581853,"",2026-06-03 00:00:00,2027-06-03 00:00:00,2026-07-14 00:00:00
AUBA,MP6121,MP6121.E,MP6121.E-TO,4582397,4582397,"",2026-06-15 00:00:00,2027-06-15 00:00:00,2026-07-14 00:00:00
AUBA,MP6121,MP6121.E,MP6121.E-TO,4582397,4582397,"",2026-06-16 00:00:00,2027-06-15 00:00:00,2026-07-14 00:00:00
AUBA,MP6121,MP6121.E,MP6121.E-TO,4583467,4583467,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
AUBA,MP6121,MP6121.E,MP6121.E-TO,4583467,4583467,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
AUBA,MPEG2000,MPEG2000.E,MPEG2000.E,601188,601188,DEG4602978,2022-08-16 00:00:00,2025-02-10 00:00:00,2026-07-14 00:00:00
CINC,MS20LV,MS20LV,MS20LV,4580968,4580968,"",2026-05-14 00:00:00,2027-05-14 00:00:00,2026-07-14 00:00:00
CINC,MS20LV,MS20LV,MS20LV,4580968,4580968,"",2026-05-18 00:00:00,2027-05-14 00:00:00,2026-07-14 00:00:00
CIN2,MS20LV,MS20LV,MS20LV-FD,4578766,4578766,"",2026-04-07 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
CIN2,MS20LV,MS20LV,MS20LV-FD,4578766,4578766,"",2026-04-14 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
CIN2,MS20LV,MS20LV,MS20LV-FD,4578766,4578766,"",2026-05-11 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
CIN2,MS20LV,MS20LV,MS20LV-FD,4580968,4580968,"",2026-05-14 00:00:00,2027-05-14 00:00:00,2026-07-14 00:00:00
CIN2,MS20LV,MS20LV,MS20LV-FD,4580968,4580968,"",2026-05-18 00:00:00,2027-05-14 00:00:00,2026-07-14 00:00:00
CIN2,MSHLD251,MSHLD251,MSHLD251,4520664,4520664,"",2023-03-09 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,MSHLD251,MSHLD251,MSHLD251,4520664,4520664,4520664,2023-03-09 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,MSHLD251,MSHLD251,MSHLD251,4583283,4583283,"",2026-07-06 00:00:00,2028-07-05 00:00:00,2026-07-14 00:00:00
CIN2,MT242AF,MT242AF,MT242AF,4583868,4583868,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,MT242AF,MT242AF,MT242AF,4583868,4583868,"",2026-07-11 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,MT242AF,MT242AF,MT242AF-PL,4583868,4583868,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,MT242AF,MT242AF,MT242AF-PL,4583868,4583868,"",2026-07-11 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF,4581971,4581971,"",2026-06-01 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF,4581971,4581971,"",2026-06-02 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF,4581971,4581971,"",2026-06-24 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-OP,4581971,4581971,"",2026-06-01 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-OP,4581971,4581971,"",2026-06-02 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-OP,4581971,4581971,"",2026-06-24 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-PL,4581971,4581971,"",2026-06-01 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-PL,4581971,4581971,"",2026-06-02 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT445AF,MT445AF,MT445AF-PL,4581971,4581971,"",2026-06-24 00:00:00,2027-12-01 00:00:00,2026-07-14 00:00:00
CIN2,MT9220,MT9220,MT9220,613718,613718,1206933,2025-04-03 00:00:00,2026-08-08 00:00:00,2026-07-14 00:00:00
CIN2,MT9220,MT9220,MT9220,613917,613917,1206933,2025-04-17 00:00:00,2026-08-08 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50,4581938,4581938,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50,4581938,4581938,"",2026-06-03 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50,4581938,4581938,"",2026-06-25 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50,4581938,4581938,"",2026-06-30 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CINC,MWC50,MWC50,MWC50,4583681,4583681,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-FD,4581938,4581938,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-FD,4581938,4581938,"",2026-06-03 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-FD,4581938,4581938,"",2026-06-25 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-FD,4581938,4581938,"",2026-06-30 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-T3,4581938,4581938,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-T3,4581938,4581938,"",2026-06-03 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-T3,4581938,4581938,"",2026-06-25 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC50,MWC50,MWC50-T3,4581938,4581938,"",2026-06-30 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
CIN2,MWC70LV,MWC70LV,MWC70LV-FD,4580970,4580970,"",2026-05-15 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
CIN2,MWC70LV,MWC70LV,MWC70LV-FD,4584116,4584116,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
AUBA,MWC70LV,MWC70LV.E,MWC70LV.E,4580350,4580350,"",2026-05-06 00:00:00,2027-05-06 00:00:00,2026-07-14 00:00:00
CINC,MWC75,MWC75,MWC75,4582802,4582802,"",2026-06-30 00:00:00,2027-06-30 00:00:00,2026-07-14 00:00:00
CINC,MWC75,MWC75,MWC75,4582802,4582802,"",2026-07-02 00:00:00,2027-06-30 00:00:00,2026-07-14 00:00:00
CIN2,MWC75,MWC75,MWC75-FD,4579431,4579431,"",2026-04-21 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
CIN2,MWC75,MWC75,MWC75-T3,4582802,4582802,"",2026-06-30 00:00:00,2027-06-30 00:00:00,2026-07-14 00:00:00
CIN2,MWC75,MWC75,MWC75-T3,4582802,4582802,"",2026-07-02 00:00:00,2027-06-30 00:00:00,2026-07-14 00:00:00
AUBA,MWC75,MWC75.E,MWC75.E,4581575,4581575,"",2026-07-08 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
AUBA,MWC75,MWC75.E,MWC75.E,4581575,4581575,"",2026-07-09 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
CINC,MWC90,MWC90,MWC90,4567988,4567988,"",2025-09-17 00:00:00,2027-09-17 00:00:00,2026-07-14 00:00:00
CINC,MWC90,MWC90,MWC90,4567988,4567988,"",2025-09-19 00:00:00,2027-09-17 00:00:00,2026-07-14 00:00:00
CINC,MWR2137,MWR2137,MWR2137,4576538,4576538,"",2026-04-20 00:00:00,2027-04-20 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,617873,617873,PL60113537/2,2026-03-03 00:00:00,2029-02-27 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,618634,618634,PL60113627/1,2026-04-21 00:00:00,2029-04-21 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,618946,618946,PL60113667/1,2026-05-15 00:00:00,2029-05-11 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,619132,619132,PL60113667/1,2026-06-01 00:00:00,2029-05-28 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,619133,619133,PL60113667/2,2026-06-01 00:00:00,2029-05-28 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,619427,619427,PL60113667/1,2026-06-23 00:00:00,2029-06-22 00:00:00,2026-07-14 00:00:00
CIN2,N30AMIC,N30AMIC,N30AMIC,619428,619428,PL60113667/2,2026-06-23 00:00:00,2029-06-22 00:00:00,2026-07-14 00:00:00
AUBA,N30AMIC,N30AMIC.E,N30AMIC.E,618466,618466,PL11113390/1,2026-04-10 00:00:00,2028-04-09 00:00:00,2026-07-14 00:00:00
AUBA,NAOH,NAOH.E,NAOH.E,615335,615335,TAP25.05.15.A.PC,2025-08-12 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SING,NAOH,NAOH.S,NAOH.S,618696,618696,20260122,2026-04-24 00:00:00,2027-01-21 00:00:00,2026-07-14 00:00:00
SING,NAOH,NAOH.S,NAOH.S,619213,619213,20260407,2026-06-08 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
CIN2,NAOH025N,NAOH025N,NAOH025N,610407,610407,234347,2024-08-01 00:00:00,2025-02-19 00:00:00,2026-07-14 00:00:00
CIN2,NAOH025N,NAOH025N,NAOH025N,618941,618941,246701,2026-05-15 00:00:00,2026-12-31 00:00:00,2026-07-14 00:00:00
AUBA,NAOH025N,NAOH025N.E,NAOH025N.E,19E134008,19E134008,"",2019-07-05 00:00:00,2026-03-01 00:00:00,2026-07-14 00:00:00
CIN2,NAOH50,NAOH50,NAOH50,613859,613859,100000712363,2025-04-14 00:00:00,2029-02-21 00:00:00,2026-07-14 00:00:00
CINC,NAOH50,NAOH50,NAOH50,614236,614236,100000712363,2025-05-14 00:00:00,2029-04-05 00:00:00,2026-07-14 00:00:00
CINC,NAOH50,NAOH50,NAOH50,615023,615023,2504220000001094,2025-07-15 00:00:00,2029-06-02 00:00:00,2026-07-14 00:00:00
CINC,NAOH50,NAOH50,NAOH50,618293,618293,2603170000001137,2026-04-01 00:00:00,2030-04-28 00:00:00,2026-07-14 00:00:00
CINC,NASO2,NASO2,NASO2,614658,614658,250382,2025-06-17 00:00:00,2028-02-07 00:00:00,2026-07-14 00:00:00
CINC,NASO2,NASO2,NASO2,617716,617716,251422,2026-02-18 00:00:00,2029-02-17 00:00:00,2026-07-14 00:00:00
AUBA,NASO2,NASO2.E,NASO2.E,618058,618058,26060201,2026-03-17 00:00:00,2028-03-16 00:00:00,2026-07-14 00:00:00
AUBA,NASO2,NASO2.E,NASO2.E,618737,618737,26060201,2026-04-28 00:00:00,2028-04-27 00:00:00,2026-07-14 00:00:00
CINC,NEO2512,NEO2512,NEO2512,618019,618019,UR26328918,2026-03-13 00:00:00,2028-02-28 00:00:00,2026-07-14 00:00:00
AUB2,NEO2512,NEO2512.E,NEO2512.E,614763,614763,UR25426563,2025-06-26 00:00:00,2027-03-28 00:00:00,2026-07-14 00:00:00
AUBA,NEO2512,NEO2512.E,NEO2512.E,614762,614762,UR25426563,2025-06-26 00:00:00,2027-03-28 00:00:00,2026-07-14 00:00:00
SING,NEO2512,NEO2512.S,NEO2512.S,27001185,27001185,Y126228856,2026-04-20 00:00:00,2028-01-27 00:00:00,2026-07-14 00:00:00
SNG4,NEO2512,NEO2512.S,NEO2512.S,27001185,27001185,Y126228856,2026-04-20 00:00:00,2028-01-27 00:00:00,2026-07-14 00:00:00
SNG4,NEO2512,NEO2512.S,NEO2512.S,27001343,27001343,Y126429197,2026-07-08 00:00:00,2028-04-18 00:00:00,2026-07-14 00:00:00
CINC,NEO259,NEO259,NEO259,610268,610268,UR24724385,2024-07-22 00:00:00,2026-07-09 00:00:00,2026-07-14 00:00:00
CINC,NEO259,NEO259,NEO259,614838,614838,UR25627233,2025-07-02 00:00:00,2027-06-16 00:00:00,2026-07-14 00:00:00
CINC,NEO259,NEO259,NEO259,619219,619219,UR26529459,2026-06-08 00:00:00,2028-05-19 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,618472,618472,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,618473,618473,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619108,619108,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619109,619109,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619110,619110,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619111,619111,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619112,619112,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619113,619113,UR26128523,2026-05-29 00:00:00,2028-01-07 00:00:00,2026-07-14 00:00:00
AUB2,NEO259,NEO259.E,NEO259.E,619114,619114,UR25B28133,2026-05-29 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUBA,NEO259,NEO259.E,NEO259.E,618225,618225,UR25B28133,2026-03-27 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUBA,NEO259,NEO259.E,NEO259.E,618468,618468,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUBA,NEO259,NEO259.E,NEO259.E,618469,618469,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUBA,NEO259,NEO259.E,NEO259.E,618470,618470,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
AUBA,NEO259,NEO259.E,NEO259.E,618471,618471,UR25B28133,2026-04-10 00:00:00,2027-11-18 00:00:00,2026-07-14 00:00:00
SING,NEO259,NEO259.S,NEO259.S,27001015,27001015,Y126128690,2026-02-16 00:00:00,2028-01-06 00:00:00,2026-07-14 00:00:00
SNG4,NEO259,NEO259.S,NEO259.S,27001015,27001015,Y126128690,2026-02-16 00:00:00,2028-01-06 00:00:00,2026-07-14 00:00:00
SNG4,NEO259,NEO259.S,NEO259.S,27001221,27001221,Y126228869,2026-05-14 00:00:00,2028-01-30 00:00:00,2026-07-14 00:00:00
SNG4,NEO259,NEO259.S,NEO259.S,27001222,27001222,Y126128690,2026-05-14 00:00:00,2028-01-06 00:00:00,2026-07-14 00:00:00
CIN2,NEOR540,NEOR540,NEOR540,615689,615689,"",2025-10-10 00:00:00,2026-03-04 00:00:00,2026-07-14 00:00:00
CIN2,NEOR540,NEOR540,NEOR540,615689,615689,R325F-0409,2025-09-05 00:00:00,2026-03-04 00:00:00,2026-07-14 00:00:00
CIN2,NEOR540,NEOR540,NEOR540,616511,616511,R325G-0261,2025-11-14 00:00:00,2026-05-13 00:00:00,2026-07-14 00:00:00
AUBA,NEOR540,NEOR540.E,NEOR540.E,619580,619580,27001237,2026-07-07 00:00:00,2027-01-03 00:00:00,2026-07-14 00:00:00
SING,NEOR540,NEOR540.S,NEOR540.S,27000916,27000916,R325K-0189,2025-12-29 00:00:00,2026-06-27 00:00:00,2026-07-14 00:00:00
SING,NEOR540,NEOR540.S,NEOR540.S,27001237,27001237,R325N-0284,2026-05-22 00:00:00,2026-11-18 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,617956,617956,R125K-0041,2026-03-09 00:00:00,2026-09-05 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,618281,618281,R125K-0041,2026-03-31 00:00:00,2026-09-25 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,618543,618543,R126B-0020,2026-04-15 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,618544,618544,R126B-0022,2026-04-15 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,619338,619338,R126D-0075,2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
CIN2,NEOR600,NEOR600,NEOR600,619339,619339,R126C-0052,2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
CIN2,NEOR605,NEOR605,NEOR605,619026,619026,R326B-0607,2026-05-21 00:00:00,2026-11-17 00:00:00,2026-07-14 00:00:00
CIN2,NEOR605,NEOR605,NEOR605,619340,619340,R326C-0625,2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
CIN2,NEOR605,NEOR605,NEOR605,619341,619341,R326B-0607,2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
AUB2,NEOR605,NEOR605.E,NEOR605.E,618479,618479,R426B-0066,2026-04-10 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
AUB2,NEOR605,NEOR605.E,NEOR605.E,618480,618480,R426C-0110,2026-04-10 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
AUB2,NEOR605,NEOR605.E,NEOR605.E,618539,618539,R426C-0110,2026-04-15 00:00:00,2026-10-12 00:00:00,2026-07-14 00:00:00
AUB2,NEOR605,NEOR605.E,NEOR605.E,619087,619087,R426D-0024,2026-05-28 00:00:00,2026-11-24 00:00:00,2026-07-14 00:00:00
AUBA,NEOR605,NEOR605.E,NEOR605.E,618478,618478,R426C-0043,2026-04-10 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
AUBA,NEOR605,NEOR605.E,NEOR605.E,618479,618479,R426B-0066,2026-04-10 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
