Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Commodity Class,Sub Class,Master Planning Family,Safety Stock,Shelf Life,Stock Type,GL Category,Leadtime Level,Leadtime MFG,Location,Lot Number,Status,Quantity On Hand,Primary UOM,Hard Commit,A1 Cost,B1 Cost,C1 Cost,C2 Cost,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,,2026-02-01 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,,2026-02-02 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,"",2026-01-27 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,"",2026-02-01 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,"",2026-02-02 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
SHAN,MF1406,MF1406.S,MF1406.S-PL,EAA,EAA,FCB,0,365,P,IN32,1,18,"",4574649,"",198,KG,0,$5910,$0,$0,$0,4574649,"",2026-03-13 00:00:00,2027-01-27 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E,"","",FRC,0,730,M,IN32,1,10,ABT14,4583717,"",10000,KG,0,$14989,$608,$1547,$2346,4583717,"",2026-07-14 00:00:00,2028-07-13 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E,"","",FRC,0,730,M,IN32,1,10,ACD01,4583366,"",605,KG,0,$907,$37,$94,$142,4583366,"",2026-07-06 00:00:00,2028-07-05 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E,"","",FRC,0,730,M,IN32,1,10,ACD01,4583366,"",605,KG,0,$907,$37,$94,$142,4583366,"",2026-07-07 00:00:00,2028-07-05 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E-TO,"","",FRC,4800,730,S,IN32,1,10,ADD03,4583366,"",9600,KG,0,$16096,$1070,$1744,$2611,4583366,"",2026-07-06 00:00:00,2028-07-05 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E-TO,"","",FRC,4800,730,S,IN32,1,10,ADD03,4583366,"",9600,KG,0,$16096,$1070,$1744,$2611,4583366,"",2026-07-07 00:00:00,2028-07-05 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E-TO,"","",FRC,4800,730,S,IN32,1,10,ADD13,4583120,"",2400,KG,0,$4024,$268,$436,$653,4583120,"",2026-07-01 00:00:00,2028-06-30 00:00:00,2026-07-14 00:00:00
AUBA,MF4915,MF4915.E,MF4915.E-TO,"","",FRC,4800,730,S,IN32,1,10,CDE PRETE 560,4582526,"",4800,KG,4800,$8048,$535,$872,$1306,4582526,"",2026-06-25 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
AUBA,MFB1001,MFB1001.E,MFB1001.E,"",L,FEC,0,180,M,IN32,1,10,ADG08,4578821,A,505,KG,0,$341,$50,$98,$142,4578821,"",2026-04-14 00:00:00,2026-10-11 00:00:00,2026-07-14 00:00:00
AUBA,MFB1001,MFB1001.E,MFB1001.E,"",L,FEC,0,180,M,IN32,1,10,ADG08,4578821,A,505,KG,0,$341,$50,$98,$142,4578821,4578821,2026-04-14 00:00:00,2026-10-11 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,0,365,S,IN32,1,10,ADD06,4582522,"",600,KG,0,$476,$134,$201,$276,4582522,"",2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,0,365,S,IN32,1,10,ADD12,4582522,"",200,KG,0,$159,$45,$67,$92,4582522,"",2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
CIN2,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,800,180,P,IN32,84,60,F32-1,4572575,"",600,KG,0,$1423,$0,$0,$0,4572575,"",2025-12-18 00:00:00,2026-09-02 00:00:00,2026-07-14 00:00:00
CIN2,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,800,180,P,IN32,84,60,F32-1,4572575,"",600,KG,0,$1423,$0,$0,$0,4572575,"",2025-12-19 00:00:00,2026-06-16 00:00:00,2026-07-14 00:00:00
CIN2,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,800,180,P,IN32,84,60,F32-1,4572575,"",600,KG,0,$1423,$0,$0,$0,4572575,"",2026-05-21 00:00:00,2026-09-02 00:00:00,2026-07-14 00:00:00
CIN2,MFB1002,MFB1002.E,MFB1002.E-PD,"","",FEC,800,180,P,IN32,84,60,F32-1,4572575,"",600,KG,0,$1423,$0,$0,$0,4572575,4572575,2026-01-08 00:00:00,2026-09-02 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,ADD09,4582522,"",3000,KG,3000,$2321,$506,$917,$1262,4582522,"",2026-06-17 00:00:00,2026-12-14 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,ADD11,4583555,"",9000,KG,7000,$6964,$1518,$2751,$3785,4583555,"",2026-07-08 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,ADD11,4583555,"",9000,KG,7000,$6964,$1518,$2751,$3785,4583555,"",2026-07-09 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,CDE PRETE 560,4581291,"",6000,KG,6000,$4643,$1012,$1834,$2524,4581291,"",2026-05-29 00:00:00,2026-11-25 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,CDE PRETE 560,4581291,"",6000,KG,6000,$4643,$1012,$1834,$2524,4581291,"",2026-06-10 00:00:00,2026-11-25 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,CDE PRETE 560,4581291,"",6000,KG,6000,$4643,$1012,$1834,$2524,4581291,"",2026-06-15 00:00:00,2026-11-25 00:00:00,2026-07-14 00:00:00
AUBA,MFB1002,MFB1002.E,MFB1002.E-TO,"","",FEC,0,365,S,IN32,1,10,CDE PRETE 560,4581291,"",6000,KG,6000,$4643,$1012,$1834,$2524,4581291,4581291,2026-06-12 00:00:00,2026-11-25 00:00:00,2026-07-14 00:00:00
SING,MFB1002,MFB1002.S,MFB1002.S,"",L,FEC,0,180,M,IN32,1,18,STGP,4575194,A,460,KG,0,$395,$27,$66,$149,4575194,4575194,2026-01-30 00:00:00,2026-07-29 00:00:00,2026-07-14 00:00:00
SING,MFB1002,MFB1002.S,MFB1002.S,"",L,FEC,0,180,M,IN32,1,18,STGP,4580415,"",23,KG,0,$20,$1,$3,$7,4580415,,2026-07-01 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
SING,MFB1002,MFB1002.S,MFB1002.S,"",L,FEC,0,180,M,IN32,1,18,STGP,4580415,"",23,KG,0,$20,$1,$3,$7,4580415,"",2026-06-02 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
SING,MFB1002,MFB1002.S,MFB1002.S,"",L,FEC,0,180,M,IN32,1,18,STGP,4580415,"",23,KG,0,$20,$1,$3,$7,4580415,"",2026-07-01 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
SNG4,MFB1002,MFB1002.S,MFB1002.S-PD,"",L,FEC,0,180,D,IN32,1,0,"",4580415,"",200,KG,0,$202,$15,$30,$65,4580415,,2026-07-01 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
SNG4,MFB1002,MFB1002.S,MFB1002.S-PD,"",L,FEC,0,180,D,IN32,1,0,"",4580415,"",200,KG,0,$202,$15,$30,$65,4580415,"",2026-06-02 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
SNG4,MFB1002,MFB1002.S,MFB1002.S-PD,"",L,FEC,0,180,D,IN32,1,0,"",4580415,"",200,KG,0,$202,$15,$30,$65,4580415,"",2026-07-01 00:00:00,2026-11-29 00:00:00,2026-07-14 00:00:00
AUBA,MFB1010,MFB1010.E,MFB1010.E,"","",FCB,0,182,U,IN32,1,45,AFC02,4564859,P,81,KG,0,$52,$17,$35,$51,4564859,"",2025-07-16 00:00:00,2026-01-14 00:00:00,2026-07-14 00:00:00
AUBA,MFB1010,MFB1010.E,MFB1010.E,"","",FCB,0,182,U,IN32,1,45,AFC02,4564859,P,81,KG,0,$52,$17,$35,$51,4564859,4564859,2025-07-16 00:00:00,2026-01-14 00:00:00,2026-07-14 00:00:00
AUBA,MFB1015,MFB1015.E,MFB1015.E,"","",FCB,0,182,U,IN32,1,60,AFC02,4564861,P,81,KG,0,$53,$17,$35,$51,4564861,"",2025-07-16 00:00:00,2026-01-14 00:00:00,2026-07-14 00:00:00
AUBA,MFB1015,MFB1015.E,MFB1015.E,"","",FCB,0,182,U,IN32,1,60,AFC02,4564861,P,81,KG,0,$53,$17,$35,$51,4564861,4564861,2025-07-16 00:00:00,2026-01-14 00:00:00,2026-07-14 00:00:00
CINC,MFB3510,MFB3510,MFB3510,"",L,FCB,0,365,M,IN32,1,45,D0210A06,4582684,"",95,LB,0,$89,$10,$10,$12,4582684,"",2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
CIN2,MFB3510,MFB3510,MFB3510-FD,"",L,FCB,0,365,D,IN32,1,45,F22,4582684,"",450,LB,0,$460,$58,$54,$63,4582684,"",2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUBA,MFB3513,MFB3513.E,MFB3513.E,"",L,FCB,0,365,U,IN32,1,55,AFC02,4572724,P,260,KG,0,$410,$32,$66,$97,4572724,"",2025-12-11 00:00:00,2026-12-11 00:00:00,2026-07-14 00:00:00
CINC,MFB3530,MFB3530,MFB3530,"",POT,FCB,0,365,Q,IN32,1,45,A0402,4569363,A,44,LB,0,$56,$6,$19,$30,4569363,"",2025-11-04 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
CINC,MFB3530,MFB3530,MFB3530,"",POT,FCB,0,365,Q,IN32,1,45,A0402,4569363,A,44,LB,0,$56,$6,$19,$30,4569363,4569363,2025-10-07 00:00:00,2026-10-07 00:00:00,2026-07-14 00:00:00
CINC,MFB3530,MFB3530,MFB3530,"",POT,FCB,0,365,Q,IN32,1,45,A0402,4574346,"",253,LB,0,$324,$34,$107,$171,4574346,"",2026-01-15 00:00:00,2027-01-15 00:00:00,2026-07-14 00:00:00
CINC,MFB3530,MFB3530,MFB3530,"",POT,FCB,0,365,Q,IN32,1,45,A0402,4574346,"",253,LB,0,$324,$34,$107,$171,4574346,"",2026-01-27 00:00:00,2027-01-15 00:00:00,2026-07-14 00:00:00
AUBA,MFB3530,MFB3530.E,MFB3530.E,"",PVO,FEC,0,365,Q,IN32,1,10,ADG06,4581908,"",588,KG,0,$1260,$72,$157,$218,4581908,"",2026-06-01 00:00:00,2027-06-01 00:00:00,2026-07-14 00:00:00
AUBA,MFB3530,MFB3530.E,MFB3530.E,"",PVO,FEC,0,365,Q,IN32,1,10,ADG06,4581908,"",588,KG,0,$1260,$72,$157,$218,4581908,"",2026-06-05 00:00:00,2027-06-01 00:00:00,2026-07-14 00:00:00
MUM3,MFB3530,MFB3530.E,MFB3530.E-PL,"",PVO,FEC,0,365,P,IN32,1,30,2919180,4548570,E,180,KG,0,$147600,$0,$0,$0,4548570,"",2024-08-27 00:00:00,2025-08-27 00:00:00,2026-07-14 00:00:00
MUM3,MFB3530,MFB3530.E,MFB3530.E-PL,"",PVO,FEC,0,365,P,IN32,1,30,2919180,4548570,E,180,KG,0,$147600,$0,$0,$0,4548570,"",2024-08-28 00:00:00,2025-08-27 00:00:00,2026-07-14 00:00:00
MUM3,MFB3530,MFB3530.E,MFB3530.E-PL,"",PVO,FEC,0,365,P,IN32,1,30,2919180,4548570,E,180,KG,0,$147600,$0,$0,$0,4548570,"",2024-12-18 00:00:00,2025-08-27 00:00:00,2026-07-14 00:00:00
MUM3,MFB3530,MFB3530.E,MFB3530.E-PL,"",PVO,FEC,0,365,P,IN32,1,30,2919180,4548570,E,180,KG,0,$147600,$0,$0,$0,4548570,4548570,2024-08-28 00:00:00,2025-08-27 00:00:00,2026-07-14 00:00:00
MUM3,MFB3530,MFB3530.E,MFB3530.E-PL,"",PVO,FEC,0,365,P,IN32,1,30,2919180,4548570,E,180,KG,0,$147600,$0,$0,$0,4548570,4548570,2024-09-25 00:00:00,2025-08-27 00:00:00,2026-07-14 00:00:00
CIN2,MFB3533,MFB3533,MFB3533-PL,"",POT,FCB,0,365,D,IN32,1,6,F52,4558496,P,240,LB,0,$614,$288,$420,$449,4558496,"",2025-03-06 00:00:00,2026-03-06 00:00:00,2026-07-14 00:00:00
CIN2,MFB3533,MFB3533,MFB3533-PL,"",POT,FCB,0,365,D,IN32,1,6,F52,4558496,P,240,LB,0,$614,$288,$420,$449,4558496,"",2025-03-19 00:00:00,2026-03-06 00:00:00,2026-07-14 00:00:00
CIN2,MFB3533,MFB3533,MFB3533-PL,"",POT,FCB,0,365,D,IN32,1,6,F52,4558496,P,240,LB,0,$614,$288,$420,$449,4558496,4558496,2025-03-19 00:00:00,2026-03-06 00:00:00,2026-07-14 00:00:00
CINC,MFB3535,MFB3535,MFB3535,"",PVO,FCB,0,180,M,IN32,1,10,A0402,4563343,P,235,LB,0,$289,$124,$228,$257,4563343,"",2025-06-30 00:00:00,2025-12-23 00:00:00,2026-07-14 00:00:00
CINC,MFB3535,MFB3535,MFB3535,"",PVO,FCB,0,180,M,IN32,1,10,A0402,4563343,P,235,LB,0,$289,$124,$228,$257,4563343,4563343,2025-06-26 00:00:00,2025-12-23 00:00:00,2026-07-14 00:00:00
AUBA,MFB5770,MFB5770.E,MFB5770.E-PD,"","",FCB,0,365,S,IN32,1,30,ADD13,4575736,"",200,KG,0,$348,$37,$44,$60,4575736,"",2026-02-17 00:00:00,2027-02-17 00:00:00,2026-07-14 00:00:00
SING,MFB5770,MFB5770.S,MFB5770.S,"","",FCB,0,365,M,IN32,1,73,K01,4583375,"",150,KG,0,$266,$6,$12,$28,4583375,,2026-07-02 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
SING,MFB5770,MFB5770.S,MFB5770.S,"","",FCB,0,365,M,IN32,1,73,K01,4583375,"",150,KG,0,$266,$6,$12,$28,4583375,"",2026-07-02 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
SING,MFB5770,MFB5770.S,MFB5770.S,"","",FCB,0,365,M,IN32,1,73,TK6,4576679,"",160,KG,0,$284,$6,$13,$30,4576679,,2026-03-02 00:00:00,2027-03-01 00:00:00,2026-07-14 00:00:00
SING,MFB5770,MFB5770.S,MFB5770.S,"","",FCB,0,365,M,IN32,1,73,TK6,4576679,"",160,KG,0,$284,$6,$13,$30,4576679,"",2026-03-01 00:00:00,2027-03-01 00:00:00,2026-07-14 00:00:00
SING,MFB5770,MFB5770.S,MFB5770.S,"","",FCB,0,365,M,IN32,1,73,TK6,4576679,"",160,KG,0,$284,$6,$13,$30,4576679,"",2026-03-02 00:00:00,2027-03-01 00:00:00,2026-07-14 00:00:00
MUM3,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,P,IN32,97,1,8582273,4577120,"",1200,KG,0,$358800,$0,$0,$0,4577120,,2026-03-21 00:00:00,2027-03-21 00:00:00,2026-07-14 00:00:00
MUM3,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,P,IN32,97,1,8582273,4577120,"",1200,KG,0,$358800,$0,$0,$0,4577120,"",2026-03-21 00:00:00,2027-03-21 00:00:00,2026-07-14 00:00:00
MUM3,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,P,IN32,97,1,8582273,4577122,"",3200,KG,0,$956800,$0,$0,$0,4577122,,2026-03-23 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
MUM3,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,P,IN32,97,1,8582273,4577122,"",3200,KG,0,$956800,$0,$0,$0,4577122,"",2026-03-23 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
MUM3,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,P,IN32,97,1,8582273,4578354,"",400,KG,0,$119600,$0,$0,$0,4578354,"",2026-03-24 00:00:00,2027-03-24 00:00:00,2026-07-14 00:00:00
SNG4,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,D,IN32,1,73,"",4583375,"",200,KG,0,$395,$11,$18,$37,4583375,,2026-07-02 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
SNG4,MFB5770,MFB5770.S,MFB5770.S-OP,"","",FCB,0,365,D,IN32,1,73,"",4583375,"",200,KG,0,$395,$11,$18,$37,4583375,"",2026-07-02 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
CINC,MFB5780,MFB5780,MFB5780,"",L,FEC,0,365,M,IN32,1,6,A0101,4565876,"",11996,LB,0,$35778,$323,$1185,$1330,4565876,"",2025-08-06 00:00:00,2026-12-08 00:00:00,2026-07-14 00:00:00
CINC,MFB5780,MFB5780,MFB5780,"",L,FEC,0,365,M,IN32,1,6,D0308A11,4566594,A,2700,LB,0,$8053,$73,$267,$299,4566594,"",2026-03-05 00:00:00,2026-08-19 00:00:00,2026-07-14 00:00:00
CINC,MFB5780,MFB5780,MFB5780,"",L,FEC,0,365,M,IN32,1,6,D0308A11,4566594,A,2700,LB,0,$8053,$73,$267,$299,4566594,4566594,2025-08-19 00:00:00,2026-08-19 00:00:00,2026-07-14 00:00:00
CINC,MFB5780,MFB5780,MFB5780,"",L,FEC,0,365,M,IN32,1,6,D0308C11,4566594,A,233,LB,0,$695,$6,$23,$26,4566594,"",2026-03-05 00:00:00,2026-08-19 00:00:00,2026-07-14 00:00:00
CINC,MFB5780,MFB5780,MFB5780,"",L,FEC,0,365,M,IN32,1,6,D0308C11,4566594,A,233,LB,0,$695,$6,$23,$26,4566594,4566594,2025-08-19 00:00:00,2026-08-19 00:00:00,2026-07-14 00:00:00
AUBA,MFHS1130,MFHS1130.E,MFHS1130.E,"",L,FCB,0,180,M,IN32,1,45,ABC02,4582583,"",160,KG,0,$435,$36,$80,$126,4582583,"",2026-06-11 00:00:00,2026-12-08 00:00:00,2026-07-14 00:00:00
AUBA,MFHS1130,MFHS1130.E,MFHS1130.E-TO,"",L,FCB,0,180,S,IN32,1,45,CDE PRETE 560,4582583,"",1000,KG,1000,$2863,$263,$519,$815,4582583,"",2026-06-11 00:00:00,2026-12-08 00:00:00,2026-07-14 00:00:00
SING,MFHS1881,MFHS1881.S,MFHS1881.S,MSC,L,FCB,0,365,M,IN32,1,18,"",4582934,P,517,KG,0,$1295,$57,$195,$431,4582934,"",2026-06-29 00:00:00,2027-06-29 00:00:00,2026-07-14 00:00:00
SNG4,MFHS1881,MFHS1881.S,MFHS1881.S-PD,MSC,L,FCB,0,365,D,IN32,1,18,"",4583523,"",600,KG,0,$1593,$76,$231,$501,4583523,,2026-07-05 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
SNG4,MFHS1881,MFHS1881.S,MFHS1881.S-PD,MSC,L,FCB,0,365,D,IN32,1,18,"",4583523,"",600,KG,0,$1593,$76,$231,$501,4583523,"",2026-07-02 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
SNG4,MFHS1881,MFHS1881.S,MFHS1881.S-PD,MSC,L,FCB,0,365,D,IN32,1,18,"",4583523,"",600,KG,0,$1593,$76,$231,$501,4583523,"",2026-07-05 00:00:00,2027-07-02 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210A04,4579062,"",370,LB,0,$406,$35,$34,$28,4579062,"",2026-04-28 00:00:00,2027-01-23 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210A04,4579062,"",370,LB,0,$406,$35,$34,$28,4579062,"",2026-04-30 00:00:00,2027-01-23 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210A09,4581085,"",258,LB,0,$283,$25,$24,$19,4581085,"",2026-05-15 00:00:00,2027-02-09 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210A09,4581085,"",258,LB,0,$283,$25,$24,$19,4581085,"",2026-05-19 00:00:00,2027-02-09 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210C03,4576649,"",313,LB,0,$343,$30,$29,$23,4576649,"",2026-02-23 00:00:00,2026-11-20 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210C03,4576649,"",313,LB,0,$343,$30,$29,$23,4576649,"",2026-02-26 00:00:00,2026-11-20 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210C04,4581095,"",135,LB,0,$148,$13,$12,$10,4581095,"",2026-06-26 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0210C04,4581095,"",135,LB,0,$148,$13,$12,$10,4581095,"",2026-06-30 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0708,4581839,"",46000,LB,0,$50434,$4411,$4200,$3432,4581839,"",2026-07-14 00:00:00,2027-04-10 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0801,4581087,"",302,LB,0,$331,$29,$28,$23,4581087,"",2026-06-03 00:00:00,2027-02-28 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0801,4581087,"",302,LB,0,$331,$29,$28,$23,4581087,"",2026-06-05 00:00:00,2027-02-28 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0809,4576652,"",169,LB,0,$185,$16,$15,$13,4576652,"",2026-02-25 00:00:00,2026-11-22 00:00:00,2026-07-14 00:00:00
CINC,MFHS268,MFHS268,MFHS268,"",L,FBW,0,270,M,IN32,1,15,D0809,4576652,"",169,LB,0,$185,$16,$15,$13,4576652,"",2026-03-04 00:00:00,2026-11-22 00:00:00,2026-07-14 00:00:00
CIN2,MFHS268,MFHS268,MFHS268-OP,"",L,FBW,72000,270,D,IN32,1,15,F35,4581095,"",21600,LB,0,$26110,$2575,$2350,$1992,4581095,"",2026-06-26 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
CIN2,MFHS268,MFHS268,MFHS268-OP,"",L,FBW,72000,270,D,IN32,1,15,F35,4581095,"",21600,LB,0,$26110,$2575,$2350,$1992,4581095,"",2026-06-30 00:00:00,2027-03-23 00:00:00,2026-07-14 00:00:00
SING,MFHS4200,MFHS4200.S,MFHS4200.S,"",L,FCB,0,365,M,IN32,1,18,K01,4582228,"",130,KG,0,$188,$7,$24,$53,4582228,,2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SING,MFHS4200,MFHS4200.S,MFHS4200.S,"",L,FCB,0,365,M,IN32,1,18,K01,4582228,"",130,KG,0,$188,$7,$24,$53,4582228,"",2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
MUM3,MFHS4200,MFHS4200.S,MFHS4200.S-PD,"",L,FCB,0,365,S,IN32,42,18,2060119,4578002,"",200,KG,0,$0,$0,$0,$0,4578002,,2026-03-22 00:00:00,2027-03-22 00:00:00,2026-07-14 00:00:00
MUM3,MFHS4200,MFHS4200.S,MFHS4200.S-PD,"",L,FCB,0,365,S,IN32,42,18,2060119,4578002,"",200,KG,0,$0,$0,$0,$0,4578002,"",2026-03-22 00:00:00,2027-03-22 00:00:00,2026-07-14 00:00:00
MUM3,MFHS4200,MFHS4200.S,MFHS4200.S-PD,"",L,FCB,0,365,S,IN32,42,18,2060119,4582228,"",7800,KG,0,$0,$0,$0,$0,4582228,,2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
MUM3,MFHS4200,MFHS4200.S,MFHS4200.S-PD,"",L,FCB,0,365,S,IN32,42,18,2060119,4582228,"",7800,KG,0,$0,$0,$0,$0,4582228,"",2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SING,MFHS6100,MFHS6100.S,MFHS6100.S,MSC,L,FCB,0,365,M,IN32,1,182,STGP,4570309,A,20,KG,0,$54,$1,$5,$10,4570309,,2025-10-24 00:00:00,2026-10-23 00:00:00,2026-07-14 00:00:00
SING,MFHS6100,MFHS6100.S,MFHS6100.S,MSC,L,FCB,0,365,M,IN32,1,182,STGP,4570309,A,20,KG,0,$54,$1,$5,$10,4570309,"",2025-10-24 00:00:00,2026-10-23 00:00:00,2026-07-14 00:00:00
SING,MFHS6100,MFHS6100.S,MFHS6100.S,MSC,L,FCB,0,365,M,IN32,1,182,STGP,4570309,A,20,KG,0,$54,$1,$5,$10,4570309,4570309,2025-10-23 00:00:00,2026-10-23 00:00:00,2026-07-14 00:00:00
CINC,MFHS9105,MFHS9105,MFHS9105,"","",FRC,0,365,M,IN32,1,6,D0210C06,4575785,"",260,LB,0,$134,$8,$25,$24,4575785,"",2026-02-07 00:00:00,2027-02-07 00:00:00,2026-07-14 00:00:00
CINC,MFHS9105,MFHS9105,MFHS9105,"","",FRC,0,365,M,IN32,1,6,D0210C06,4575785,"",260,LB,0,$134,$8,$25,$24,4575785,"",2026-02-09 00:00:00,2027-02-07 00:00:00,2026-07-14 00:00:00
CINC,MFHS9105,MFHS9105,MFHS9105,"","",FRC,0,365,M,IN32,1,6,D0210C06,4578449,"",49,LB,0,$25,$1,$5,$4,4578449,"",2026-03-27 00:00:00,2027-03-27 00:00:00,2026-07-14 00:00:00
CINC,MFHS9105,MFHS9105,MFHS9105,"","",FRC,0,365,M,IN32,1,6,D0210C06,4578449,"",49,LB,0,$25,$1,$5,$4,4578449,"",2026-03-31 00:00:00,2027-03-27 00:00:00,2026-07-14 00:00:00
